['riven', 'leesin', 'leblanc', 'ezreal', 'leona', 'jayce', 'olaf', 'sylas', 'ashe', 'blitzcrank', 'red']
['sett', 'reksai', 'poppy', 'samira', 'akali', 'garen', 'leesin', 'zed', 'vayne', 'galio', 'blue']
['renekton', 'leesin', 'pantheon', 'kaisa', 'zilean', 'gwen', 'wukong', 'yasuo', 'missfortune', 'zyra', 'blue']
['kennen', 'garen', 'amumu', 'ezreal', 'azir', 'nunu', 'pantheon', 'shaco', 'ashe', 'nocturne', 'red']
['camille', 'skarner', 'lucian', 'jhin', 'xerath', 'fiora', 'ekko', 'talon', 'kaisa', 'swain', 'red']
['masteryi', 'nidalee', 'viego', 'ezreal', 'thresh', 'sylas', 'nunu', 'yasuo', 'tristana', 'blitzcrank', 'red']
['teemo', 'leesin', 'orianna', 'lucian', 'blitzcrank', 'irelia', 'elise', 'ekko', 'jinx', 'lulu', 'red']
['shen', 'viego', 'zed', 'jinx', 'swain', 'volibear', 'nocturne', 'aurelionsol', 'caitlyn', 'malzahar', 'blue']
['sylas', 'morgana', 'xerath', 'ashe', 'janna', 'masteryi', 'graves', 'akali', 'tristana', 'senna', 'red']
['neeko', 'fiddlesticks', 'jhin', 'ahri', 'cassiopeia', 'sivir', 'masteryi', 'azir', 'sylas', 'malphite', 'red']
['vayne', 'gwen', 'aurelionsol', 'kaisa', 'morgana', 'malphite', 'kayn', 'anivia', 'samira', 'leona', 'red']
['sett', 'elise', 'zed', 'ezreal', 'maokai', 'jayce', 'diana', 'yone', 'vayne', 'swain', 'blue']
['yone', 'hecarim', 'ahri', 'pyke', 'jhin', 'draven', 'karthus', 'sett', 'shen', 'karma', 'blue']
['pantheon', 'nidalee', 'renekton', 'tristana', 'maokai', 'jax', 'morgana', 'qiyana', 'ezreal', 'lulu', 'red']
['shen', 'viego', 'sylas', 'ezreal', 'senna', 'garen', 'ekko', 'kassadin', 'kaisa', 'rell', 'red']
['kennen', 'leesin', 'azir', 'kaisa', 'seraphine', 'diana', 'xinzhao', 'sylas', 'jhin', 'rakan', 'red']
['amumu', 'senna', 'malphite', 'lillia', 'lucian', 'twistedfate', 'annie', 'kayn', 'zed', 'ahri', 'red']
['varus', 'lucian', 'lux', 'velkoz', 'jhin', 'jayce', 'aphelios', 'chogath', 'sivir', 'zed', 'blue']
['sett', 'masteryi', 'sylas', 'tristana', 'malphite', 'volibear', 'alistar', 'akali', 'kaisa', 'kayn', 'blue']
['camille', 'leesin', 'akali', 'kaisa', 'alistar', 'darius', 'diana', 'jayce', 'ezreal', 'anivia', 'blue']
['gangplank', 'leesin', 'akali', 'tristana', 'yuumi', 'riven', 'jarvaniv', 'shen', 'jinx', 'lulu', 'red']
['olaf', 'teemo', 'kayn', 'missfortune', 'yuumi', 'viego', 'morgana', 'shaco', 'missfortune', 'teemo', 'blue']
['kassadin', 'vayne', 'rengar', 'sett', 'tristana', 'irelia', 'lulu', 'zed', 'mordekaiser', 'leesin', 'red']
['xinzhao', 'aatrox', 'diana', 'leona', 'sivir', 'lissandra', 'morgana', 'missfortune', 'viego', 'gwen', 'blue']
['warwick', 'leesin', 'zed', 'ashe', 'lulu', 'mordekaiser', 'evelynn', 'talon', 'samira', 'senna', 'red']
['aatrox', 'nocturne', 'ahri', 'kaisa', 'yuumi', 'sett', 'kindred', 'aurelionsol', 'samira', 'alistar', 'red']
['masteryi', 'caitlyn', 'sona', 'akali', 'graves', 'ornn', 'kassadin', 'lulu', 'wukong', 'quinn', 'blue']
['leesin', 'sylas', 'leblanc', 'alistar', 'kaisa', 'nasus', 'olaf', 'zed', 'ezreal', 'gragas', 'red']
['ornn', 'xinzhao', 'twistedfate', 'kaisa', 'leona', 'gwen', 'khazix', 'ahri', 'ezreal', 'zac', 'blue']
['alistar', 'reksai', 'brand', 'caitlyn', 'swain', 'garen', 'corki', 'lux', 'xayah', 'viktor', 'blue']
['leesin', 'viego', 'zed', 'senna', 'swain', 'jayce', 'taliyah', 'pantheon', 'kalista', 'lux', 'red']
['sylas', 'olaf', 'twistedfate', 'lucian', 'senna', 'volibear', 'leesin', 'yasuo', 'missfortune', 'nautilus', 'red']
['yasuo', 'varus', 'jayce', 'zyra', 'nidalee', 'swain', 'leesin', 'missfortune', 'yone', 'ashe', 'blue']
['volibear', 'akali', 'leesin', 'lucian', 'alistar', 'leesin', 'maokai', 'sylas', 'yasuo', 'varus', 'blue']
['aphelios', 'gwen', 'malphite', 'jinx', 'twitch', 'vayne', 'corki', 'gnar', 'rengar', 'nunu', 'red']
['yasuo', 'morgana', 'graves', 'gragas', 'sivir', 'jinx', 'tahmkench', 'malphite', 'xerath', 'chogath', 'blue']
['irelia', 'leesin', 'akali', 'samira', 'maokai', 'fiora', 'ezreal', 'mordekaiser', 'lucian', 'thresh', 'red']
['thresh', 'vayne', 'blitzcrank', 'caitlyn', 'zoe', 'khazix', 'elise', 'syndra', 'garen', 'talon', 'red']
['riven', 'elise', 'renekton', 'ezreal', 'annie', 'aatrox', 'nunu', 'nocturne', 'kaisa', 'lulu', 'red']
['lulu', 'poppy', 'orianna', 'kaisa', 'nautilus', 'leesin', 'graves', 'leblanc', 'senna', 'trundle', 'blue']
['leesin', 'khazix', 'sylas', 'samira', 'yuumi', 'udyr', 'kindred', 'sett', 'kaisa', 'senna', 'red']
['mordekaiser', 'nocturne', 'fizz', 'caitlyn', 'morgana', 'malphite', 'ivern', 'gangplank', 'jhin', 'zyra', 'blue']
['ornn', 'leesin', 'corki', 'vayne', 'blitzcrank', 'camille', 'masteryi', 'diana', 'jinx', 'karma', 'blue']
['camille', 'elise', 'qiyana', 'caitlyn', 'senna', 'rengar', 'volibear', 'sylas', 'ezreal', 'fiddlesticks', 'red']
['jayce', 'hecarim', 'qiyana', 'caitlyn', 'morgana', 'renekton', 'kindred', 'galio', 'senna', 'lulu', 'red']
['fiora', 'leona', 'heimerdinger', 'garen', 'kindred', 'olaf', 'nidalee', 'aatrox', 'xayah', 'draven', 'blue']
['volibear', 'sivir', 'graves', 'warwick', 'quinn', 'ryze', 'teemo', 'caitlyn', 'anivia', 'galio', 'red']
['volibear', 'leesin', 'zoe', 'kaisa', 'leona', 'vladimir', 'masteryi', 'syndra', 'ezreal', 'nunu', 'blue']
['poppy', 'nidalee', 'sylas', 'lucian', 'karma', 'chogath', 'kayn', 'katarina', 'kaisa', 'leona', 'red']
['skarner', 'leesin', 'ahri', 'aatrox', 'blitzcrank', 'poppy', 'nunu', 'galio', 'maokai', 'draven', 'red']
['kayle', 'soraka', 'caitlyn', 'varus', 'morgana', 'nidalee', 'gangplank', 'ezreal', 'maokai', 'nasus', 'red']
['fiora', 'diana', 'viego', 'ezreal', 'rumble', 'gnar', 'warwick', 'katarina', 'senna', 'pyke', 'blue']
['vladimir', 'riven', 'gwen', 'neeko', 'singed', 'leesin', 'twitch', 'aatrox', 'leona', 'aurelionsol', 'blue']
['sylas', 'reksai', 'xerath', 'ezreal', 'galio', 'lucian', 'leesin', 'leblanc', 'samira', 'blitzcrank', 'blue']
['samira', 'graves', 'kindred', 'kayn', 'nunu', 'mordekaiser', 'aphelios', 'varus', 'malphite', 'soraka', 'blue']
['irelia', 'lillia', 'yasuo', 'kaisa', 'rell', 'kled', 'warwick', 'leblanc', 'kalista', 'alistar', 'blue']
['jhin', 'garen', 'zac', 'aurelionsol', 'senna', 'warwick', 'vayne', 'varus', 'jax', 'ashe', 'red']
['tryndamere', 'leesin', 'talon', 'caitlyn', 'nautilus', 'fiora', 'sylas', 'galio', 'samira', 'alistar', 'red']
['kayn', 'morgana', 'leblanc', 'kaisa', 'velkoz', 'irelia', 'leesin', 'katarina', 'vayne', 'nasus', 'red']
['gwen', 'leesin', 'rumble', 'ashe', 'blitzcrank', 'jax', 'zac', 'viego', 'ezreal', 'shaco', 'red']
['sylas', 'kayn', 'zac', 'ashe', 'alistar', 'ornn', 'graves', 'katarina', 'caitlyn', 'morgana', 'blue']
['morgana', 'tahmkench', 'leblanc', 'jinx', 'leona', 'karthus', 'jayce', 'twistedfate', 'chogath', 'viktor', 'blue']
['camille', 'khazix', 'malzahar', 'xerath', 'varus', 'renekton', 'gragas', 'fizz', 'ezreal', 'karma', 'red']
['nasus', 'leesin', 'tryndamere', 'jinx', 'leona', 'shen', 'morgana', 'azir', 'ezreal', 'xerath', 'red']
['zac', 'kayn', 'sylas', 'jhin', 'yuumi', 'akali', 'xinzhao', 'sett', 'ezreal', 'nautilus', 'red']
['urgot', 'leesin', 'anivia', 'kaisa', 'lux', 'sylas', 'khazix', 'akali', 'aphelios', 'lulu', 'red']
['gnar', 'senna', 'katarina', 'jhin', 'kindred', 'renekton', 'jarvaniv', 'akali', 'missfortune', 'xerath', 'blue']
['samira', 'sett', 'sylas', 'malphite', 'xerath', 'zilean', 'sejuani', 'akali', 'varus', 'yone', 'blue']
['irelia', 'nunu', 'katarina', 'kogmaw', 'lulu', 'lucian', 'leesin', 'rumble', 'senna', 'xerath', 'blue']
['trundle', 'fiddlesticks', 'talon', 'jhin', 'lulu', 'darius', 'shaco', 'sylas', 'ezreal', 'nami', 'blue']
['mordekaiser', 'twistedfate', 'darius', 'lucian', 'missfortune', 'jinx', 'missfortune', 'azir', 'riven', 'lucian', 'red']
['malphite', 'viego', 'orianna', 'kaisa', 'brand', 'nocturne', 'sylas', 'zed', 'ezreal', 'lux', 'red']
['draven', 'bard', 'lulu', 'kaisa', 'zilean', 'lux', 'ashe', 'khazix', 'blitzcrank', 'samira', 'red']
['fiora', 'leesin', 'ahri', 'jhin', 'maokai', 'zac', 'khazix', 'kayle', 'ezreal', 'lulu', 'red']
['trundle', 'leesin', 'leblanc', 'ezreal', 'karma', 'malphite', 'kayn', 'anivia', 'kaisa', 'leona', 'red']
['ryze', 'caitlyn', 'mordekaiser', 'nidalee', 'talon', 'alistar', 'fiora', 'wukong', 'ashe', 'annie', 'red']
['jayce', 'graves', 'sylas', 'sivir', 'galio', 'gwen', 'leesin', 'camille', 'jinx', 'soraka', 'red']
['gwen', 'poppy', 'yone', 'kaisa', 'thresh', 'teemo', 'leesin', 'katarina', 'ezreal', 'swain', 'red']
['tristana', 'viego', 'jayce', 'xerath', 'leesin', 'missfortune', 'trundle', 'annie', 'lux', 'renekton', 'blue']
['aatrox', 'viego', 'ziggs', 'kaisa', 'senna', 'trundle', 'masteryi', 'diana', 'varus', 'ashe', 'red']
['mordekaiser', 'graves', 'pantheon', 'kaisa', 'maokai', 'fiora', 'kayn', 'kassadin', 'kogmaw', 'rakan', 'blue']
['aphelios', 'riven', 'samira', 'alistar', 'varus', 'wukong', 'jax', 'yone', 'ashe', 'drmundo', 'red']
['volibear', 'wukong', 'maokai', 'xayah', 'sylas', 'jayce', 'pantheon', 'jinx', 'mordekaiser', 'nunu', 'blue']
['kalista', 'volibear', 'katarina', 'vayne', 'shaco', 'urgot', 'leesin', 'anivia', 'ashe', 'senna', 'red']
['kennen', 'karthus', 'zed', 'varus', 'zyra', 'malphite', 'elise', 'talon', 'missfortune', 'xerath', 'red']
['alistar', 'renekton', 'viktor', 'sett', 'leblanc', 'malphite', 'qiyana', 'varus', 'kaisa', 'aatrox', 'blue']
['mordekaiser', 'ziggs', 'xerath', 'diana', 'caitlyn', 'morgana', 'pantheon', 'khazix', 'maokai', 'ornn', 'red']
['tryndamere', 'graves', 'sylas', 'kaisa', 'alistar', 'sett', 'leesin', 'viktor', 'ezreal', 'thresh', 'blue']
['mordekaiser', 'volibear', 'zoe', 'samira', 'alistar', 'camille', 'kindred', 'gragas', 'jhin', 'zyra', 'blue']
['mordekaiser', 'drmundo', 'renekton', 'ezreal', 'gragas', 'ornn', 'kayn', 'yone', 'lulu', 'kogmaw', 'blue']
['xerath', 'viego', 'irelia', 'varus', 'soraka', 'akali', 'lillia', 'talon', 'yasuo', 'swain', 'blue']
['shen', 'zac', 'xerath', 'caitlyn', 'lulu', 'gangplank', 'kayn', 'velkoz', 'samira', 'twitch', 'blue']
['ashe', 'nidalee', 'twistedfate', 'kogmaw', 'lulu', 'soraka', 'fiddlesticks', 'kassadin', 'ezreal', 'thresh', 'red']
['ornn', 'yuumi', 'yasuo', 'ezreal', 'leesin', 'sett', 'viego', 'xinzhao', 'vayne', 'thresh', 'red']
['camille', 'warwick', 'leblanc', 'samira', 'thresh', 'aatrox', 'elise', 'maokai', 'jhin', 'katarina', 'red']
['leona', 'pantheon', 'garen', 'swain', 'sylas', 'fiora', 'brand', 'nautilus', 'ashe', 'gangplank', 'red']
['khazix', 'renekton', 'senna', 'zed', 'kogmaw', 'twitch', 'diana', 'teemo', 'yasuo', 'rakan', 'red']
['malphite', 'leesin', 'pantheon', 'ezreal', 'blitzcrank', 'kindred', 'gangplank', 'lux', 'varus', 'senna', 'red']
['sylas', 'hecarim', 'gwen', 'missfortune', 'ashe', 'jayce', 'diana', 'yasuo', 'ezreal', 'leona', 'red']
['kayle', 'poppy', 'yasuo', 'twitch', 'kaisa', 'draven', 'lux', 'ashe', 'caitlyn', 'jhin', 'red']
['camille', 'morgana', 'orianna', 'ezreal', 'xinzhao', 'leesin', 'rumble', 'viktor', 'ashe', 'poppy', 'blue']
['karma', 'kayn', 'zed', 'kaisa', 'thresh', 'leesin', 'mordekaiser', 'nasus', 'irelia', 'swain', 'red']
['teemo', 'elise', 'talon', 'vayne', 'blitzcrank', 'sett', 'xinzhao', 'lissandra', 'varus', 'nautilus', 'blue']
['sylas', 'lillia', 'qiyana', 'jinx', 'lulu', 'akali', 'udyr', 'viego', 'jhin', 'brand', 'blue']
['renekton', 'kayn', 'fiora', 'ashe', 'thresh', 'aatrox', 'zac', 'sylas', 'kogmaw', 'lulu', 'blue']
['poppy', 'leesin', 'yone', 'ezreal', 'nautilus', 'gwen', 'shaco', 'viego', 'vayne', 'alistar', 'red']
['fiora', 'yasuo', 'kayn', 'ezreal', 'tahmkench', 'wukong', 'vi', 'annie', 'jinx', 'leona', 'red']
['poppy', 'khazix', 'zed', 'jhin', 'leona', 'mordekaiser', 'elise', 'yone', 'kaisa', 'taric', 'red']
['darius', 'kayn', 'pantheon', 'kogmaw', 'bard', 'gangplank', 'nocturne', 'ahri', 'ezreal', 'xerath', 'blue']
['sylas', 'nocturne', 'talon', 'kaisa', 'leona', 'jayce', 'elise', 'maokai', 'varus', 'soraka', 'blue']
['aatrox', 'drmundo', 'ekko', 'ashe', 'pyke', 'rumble', 'elise', 'yasuo', 'kaisa', 'blitzcrank', 'blue']
['volibear', 'rumble', 'ryze', 'kogmaw', 'lulu', 'mordekaiser', 'leesin', 'katarina', 'ezreal', 'zyra', 'red']
['jayce', 'nidalee', 'lux', 'kaisa', 'gragas', 'urgot', 'elise', 'kled', 'ezreal', 'zyra', 'red']
['nautilus', 'masteryi', 'sona', 'ekko', 'irelia', 'leblanc', 'draven', 'maokai', 'leona', 'diana', 'red']
['kennen', 'leesin', 'katarina', 'kaisa', 'blitzcrank', 'camille', 'elise', 'yasuo', 'ezreal', 'janna', 'red']
['camille', 'taliyah', 'pyke', 'caitlyn', 'velkoz', 'sylas', 'morgana', 'yasuo', 'leesin', 'ezreal', 'red']
['vayne', 'nocturne', 'sylas', 'aatrox', 'camille', 'samira', 'khazix', 'leblanc', 'singed', 'caitlyn', 'red']
['poppy', 'leesin', 'galio', 'jinx', 'alistar', 'sylas', 'karthus', 'viego', 'ezreal', 'senna', 'red']
['gnar', 'vayne', 'lux', 'varus', 'leona', 'wukong', 'elise', 'renekton', 'jinx', 'maokai', 'blue']
['sion', 'diana', 'pantheon', 'samira', 'maokai', 'camille', 'gragas', 'yasuo', 'ezreal', 'blitzcrank', 'red']
['sett', 'leesin', 'malphite', 'vayne', 'yuumi', 'vladimir', 'fiddlesticks', 'xerath', 'kaisa', 'lulu', 'blue']
['sett', 'nunu', 'pantheon', 'ezreal', 'bard', 'jayce', 'nidalee', 'yasuo', 'jhin', 'senna', 'blue']
['akali', 'trundle', 'zed', 'samira', 'blitzcrank', 'gwen', 'leesin', 'ekko', 'kaisa', 'soraka', 'blue']
['singed', 'evelynn', 'tryndamere', 'samira', 'soraka', 'jayce', 'ekko', 'talon', 'kogmaw', 'karma', 'blue']
['yone', 'poppy', 'jhin', 'thresh', 'sylas', 'akali', 'kaisa', 'evelynn', 'leesin', 'sylas', 'blue']
['gragas', 'hecarim', 'zed', 'ezreal', 'rakan', 'shyvana', 'nasus', 'urgot', 'samira', 'alistar', 'red']
['kayn', 'wukong', 'seraphine', 'varus', 'swain', 'azir', 'volibear', 'leesin', 'rell', 'samira', 'red']
['renekton', 'shaco', 'akali', 'tristana', 'leona', 'sylas', 'trundle', 'zed', 'sivir', 'zac', 'blue']
['leesin', 'xinzhao', 'ekko', 'jinx', 'nautilus', 'ornn', 'gwen', 'pantheon', 'ezreal', 'lulu', 'red']
['wukong', 'sejuani', 'orianna', 'ezreal', 'yuumi', 'irelia', 'volibear', 'viktor', 'jhin', 'senna', 'red']
['xerath', 'rumble', 'pantheon', 'draven', 'heimerdinger', 'sion', 'aatrox', 'akali', 'lucian', 'karma', 'red']
['fiora', 'leesin', 'viktor', 'lucian', 'xerath', 'volibear', 'rumble', 'irelia', 'samira', 'nautilus', 'blue']
['tristana', 'caitlyn', 'yasuo', 'jayce', 'khazix', 'sylas', 'kogmaw', 'sivir', 'lillia', 'azir', 'red']
['yorick', 'ezreal', 'xerath', 'morgana', 'varus', 'fizz', 'morgana', 'mordekaiser', 'kaisa', 'aphelios', 'red']
['leesin', 'karthus', 'lux', 'kogmaw', 'kassadin', 'kogmaw', 'rengar', 'zilean', 'zyra', 'rell', 'blue']
['irelia', 'leesin', 'talon', 'jinx', 'lux', 'teemo', 'elise', 'sett', 'ezreal', 'janna', 'red']
['camille', 'leesin', 'illaoi', 'zed', 'senna', 'lulu', 'masteryi', 'quinn', 'ezreal', 'darius', 'red']
['chogath', 'karthus', 'leesin', 'vayne', 'yuumi', 'darius', 'nocturne', 'talon', 'samira', 'rakan', 'blue']
['elise', 'aatrox', 'renekton', 'kaisa', 'lulu', 'irelia', 'khazix', 'katarina', 'samira', 'morgana', 'blue']
['akali', 'sett', 'neeko', 'vayne', 'lulu', 'tahmkench', 'nunu', 'pantheon', 'ezreal', 'janna', 'blue']
['shen', 'khazix', 'sylas', 'kaisa', 'nautilus', 'aatrox', 'evelynn', 'viego', 'vayne', 'brand', 'red']
['volibear', 'blitzcrank', 'diana', 'morgana', 'vayne', 'missfortune', 'diana', 'jax', 'blitzcrank', 'yone', 'red']
['rumble', 'nunu', 'kassadin', 'jinx', 'galio', 'darius', 'nocturne', 'ryze', 'kaisa', 'leona', 'blue']
['sion', 'nidalee', 'aatrox', 'jhin', 'thresh', 'volibear', 'xinzhao', 'sylas', 'samira', 'galio', 'red']
['graves', 'zac', 'talon', 'vayne', 'ahri', 'nautilus', 'kayn', 'fiora', 'xinzhao', 'viego', 'blue']
['teemo', 'leesin', 'katarina', 'kaisa', 'thresh', 'rengar', 'sejuani', 'sylas', 'ezreal', 'morgana', 'blue']
['irelia', 'poppy', 'katarina', 'jhin', 'xerath', 'sett', 'warwick', 'kassadin', 'caitlyn', 'amumu', 'red']
['brand', 'shaco', 'varus', 'sion', 'ezreal', 'zoe', 'kalista', 'twistedfate', 'amumu', 'chogath', 'blue']
['teemo', 'nunu', 'zoe', 'samira', 'graves', 'vayne', 'diana', 'talon', 'ezreal', 'blitzcrank', 'red']
['hecarim', 'ezreal', 'gwen', 'riven', 'lulu', 'talon', 'ezreal', 'zed', 'taliyah', 'leesin', 'blue']
['nasus', 'ahri', 'kindred', 'akali', 'quinn', 'jayce', 'caitlyn', 'morgana', 'braum', 'bard', 'red']
['renekton', 'gragas', 'leblanc', 'kaisa', 'nautilus', 'gnar', 'leesin', 'yone', 'ezreal', 'yuumi', 'blue']
['ornn', 'masteryi', 'twistedfate', 'ezreal', 'yuumi', 'teemo', 'shaco', 'irelia', 'kaisa', 'thresh', 'red']
['wukong', 'morgana', 'darius', 'draven', 'janna', 'renekton', 'teemo', 'cassiopeia', 'samira', 'nami', 'blue']
['ashe', 'malzahar', 'bard', 'volibear', 'lucian', 'wukong', 'janna', 'senna', 'irelia', 'akali', 'red']
['aatrox', 'sejuani', 'zed', 'sivir', 'shaco', 'leona', 'kayn', 'sylas', 'ezreal', 'sett', 'blue']
['senna', 'udyr', 'ryze', 'jhin', 'fiora', 'volibear', 'ekko', 'leblanc', 'ezreal', 'janna', 'blue']
['karma', 'kayn', 'galio', 'caitlyn', 'morgana', 'aatrox', 'xinzhao', 'malzahar', 'ezreal', 'yuumi', 'blue']
['shen', 'diana', 'yasuo', 'sion', 'senna', 'darius', 'nunu', 'yone', 'ezreal', 'thresh', 'red']
['yone', 'leesin', 'renekton', 'lucian', 'blitzcrank', 'jayce', 'elise', 'rumble', 'sivir', 'leona', 'red']
['nasus', 'jarvaniv', 'katarina', 'vayne', 'thresh', 'irelia', 'leesin', 'orianna', 'ezreal', 'blitzcrank', 'blue']
['xerath', 'garen', 'swain', 'riven', 'evelynn', 'shyvana', 'jayce', 'brand', 'lucian', 'twistedfate', 'red']
['renekton', 'hecarim', 'zac', 'caitlyn', 'pantheon', 'sett', 'evelynn', 'galio', 'vayne', 'soraka', 'blue']
['riven', 'rumble', 'viktor', 'ezreal', 'thresh', 'volibear', 'nunu', 'sett', 'caitlyn', 'xerath', 'blue']
['gnar', 'xinzhao', 'sylas', 'samira', 'nami', 'fiora', 'masteryi', 'annie', 'kaisa', 'nautilus', 'red']
['jax', 'anivia', 'nocturne', 'xayah', 'rakan', 'ezreal', 'lux', 'graves', 'morgana', 'sylas', 'blue']
['veigar', 'viktor', 'zed', 'xayah', 'corki', 'yasuo', 'karthus', 'kayle', 'gangplank', 'graves', 'red']
['maokai', 'zac', 'akali', 'ezreal', 'karma', 'gangplank', 'nidalee', 'sylas', 'samira', 'morgana', 'red']
['yasuo', 'rumble', 'akali', 'ezreal', 'pyke', 'sett', 'leesin', 'viktor', 'caitlyn', 'lulu', 'red']
['gwen', 'nocturne', 'ziggs', 'jinx', 'lulu', 'sett', 'karthus', 'zed', 'ezreal', 'thresh', 'red']
['riven', 'morgana', 'talon', 'samira', 'thresh', 'aatrox', 'xinzhao', 'ekko', 'ezreal', 'zed', 'red']
['shen', 'nidalee', 'talon', 'missfortune', 'morgana', 'akali', 'leesin', 'viego', 'kayn', 'thresh', 'red']
['darius', 'rengar', 'ekko', 'ezreal', 'senna', 'sylas', 'leesin', 'fizz', 'kaisa', 'karma', 'red']
['jayce', 'graves', 'talon', 'aphelios', 'thresh', 'kayle', 'kindred', 'velkoz', 'lux', 'zyra', 'red']
['wukong', 'kindred', 'ryze', 'kaisa', 'pyke', 'mordekaiser', 'leesin', 'leblanc', 'ezreal', 'velkoz', 'red']
['riven', 'masteryi', 'talon', 'jhin', 'anivia', 'teemo', 'kayn', 'viktor', 'sivir', 'sylas', 'blue']
['darius', 'nunu', 'akali', 'jhin', 'xerath', 'rumble', 'diana', 'viego', 'tristana', 'galio', 'red']
['neeko', 'kindred', 'zed', 'tristana', 'blitzcrank', 'urgot', 'graves', 'sett', 'jhin', 'karma', 'red']
['leesin', 'lux', 'samira', 'rengar', 'xerath', 'aphelios', 'thresh', 'nautilus', 'akali', 'camille', 'red']
['leesin', 'zac', 'lucian', 'xerath', 'brand', 'kindred', 'varus', 'karma', 'jarvaniv', 'orianna', 'red']
['janna', 'lucian', 'renekton', 'zoe', 'nocturne', 'garen', 'leesin', 'katarina', 'varus', 'sejuani', 'red']
['shen', 'diana', 'talon', 'ezreal', 'thresh', 'irelia', 'fiddlesticks', 'vladimir', 'missfortune', 'sett', 'blue']
['darius', 'leesin', 'zed', 'samira', 'zyra', 'wukong', 'viego', 'morgana', 'ezreal', 'soraka', 'red']
['jhin', 'yasuo', 'anivia', 'jinx', 'diana', 'garen', 'xinzhao', 'kindred', 'renekton', 'graves', 'blue']
['aatrox', 'elise', 'garen', 'sivir', 'maokai', 'sett', 'kindred', 'katarina', 'kaisa', 'rell', 'blue']
['akali', 'zac', 'irelia', 'kaisa', 'thresh', 'trundle', 'leesin', 'viego', 'ezreal', 'braum', 'blue']
['zed', 'lucian', 'bard', 'morgana', 'corki', 'brand', 'tristana', 'riven', 'twistedfate', 'veigar', 'red']
['yuumi', 'ezreal', 'rumble', 'lucian', 'viego', 'lulu', 'nasus', 'aurelionsol', 'kaisa', 'xinzhao', 'red']
['aatrox', 'xinzhao', 'sylas', 'lucian', 'soraka', 'urgot', 'leesin', 'fizz', 'kaisa', 'lulu', 'blue']
['shaco', 'leesin', 'lucian', 'yasuo', 'viktor', 'volibear', 'sett', 'samira', 'vayne', 'qiyana', 'blue']
['graves', 'renekton', 'blitzcrank', 'lucian', 'shaco', 'kaisa', 'anivia', 'karma', 'cassiopeia', 'zoe', 'blue']
['sett', 'taliyah', 'anivia', 'kaisa', 'blitzcrank', 'jax', 'nunu', 'sylas', 'ezreal', 'lux', 'blue']
['diana', 'rell', 'irelia', 'akali', 'tristana', 'kaisa', 'jhin', 'thresh', 'kassadin', 'katarina', 'red']
['kayle', 'graves', 'akali', 'jhin', 'xerath', 'thresh', 'kindred', 'zoe', 'kaisa', 'sett', 'blue']
['aatrox', 'poppy', 'zed', 'ashe', 'lulu', 'kennen', 'viego', 'talon', 'jhin', 'senna', 'red']
['wukong', 'taliyah', 'ryze', 'ezreal', 'blitzcrank', 'shen', 'nunu', 'zed', 'kaisa', 'thresh', 'red']
['riven', 'poppy', 'lucian', 'kaisa', 'velkoz', 'garen', 'kindred', 'veigar', 'samira', 'brand', 'red']
['gnar', 'camille', 'seraphine', 'nidalee', 'gragas', 'drmundo', 'morgana', 'talon', 'syndra', 'shyvana', 'blue']
['irelia', 'sejuani', 'yasuo', 'jinx', 'thresh', 'camille', 'xinzhao', 'leblanc', 'vayne', 'pantheon', 'blue']
['vayne', 'ivern', 'talon', 'lucian', 'senna', 'gnar', 'karthus', 'sylas', 'ezreal', 'blitzcrank', 'red']
['leesin', 'karma', 'vladimir', 'irelia', 'ezreal', 'nasus', 'vladimir', 'xinzhao', 'ezreal', 'rakan', 'blue']
['blitzcrank', 'fizz', 'karma', 'chogath', 'aphelios', 'varus', 'seraphine', 'volibear', 'camille', 'bard', 'blue']
['trundle', 'taric', 'wukong', 'ezreal', 'caitlyn', 'lillia', 'ezreal', 'malphite', 'pyke', 'samira', 'red']
['fiora', 'gragas', 'zoe', 'ezreal', 'lux', 'malphite', 'leesin', 'yasuo', 'jinx', 'karma', 'red']
['sett', 'xinzhao', 'ahri', 'sivir', 'thresh', 'sylas', 'rammus', 'maokai', 'vayne', 'fizz', 'red']
['garen', 'shaco', 'anivia', 'ezreal', 'wukong', 'jayce', 'rammus', 'ziggs', 'varus', 'lulu', 'blue']
['vayne', 'kindred', 'galio', 'kaisa', 'sett', 'teemo', 'nocturne', 'yone', 'ezreal', 'thresh', 'red']
['shen', 'kayn', 'pantheon', 'yone', 'rakan', 'darius', 'lillia', 'zed', 'varus', 'nautilus', 'red']
['sivir', 'seraphine', 'khazix', 'kennen', 'fizz', 'nasus', 'jhin', 'malphite', 'xayah', 'annie', 'red']
['wukong', 'rumble', 'azir', 'draven', 'senna', 'renekton', 'kayn', 'leblanc', 'jhin', 'lulu', 'blue']
['darius', 'zac', 'nocturne', 'kaisa', 'sett', 'gangplank', 'graves', 'jayce', 'yasuo', 'sylas', 'blue']
['diana', 'xinzhao', 'xerath', 'alistar', 'jinx', 'evelynn', 'samira', 'mordekaiser', 'thresh', 'kassadin', 'red']
['renekton', 'nidalee', 'annie', 'kaisa', 'maokai', 'sion', 'graves', 'galio', 'caitlyn', 'soraka', 'red']
['volibear', 'ekko', 'pyke', 'xayah', 'lulu', 'zac', 'shaco', 'veigar', 'jinx', 'thresh', 'blue']
